Work_Number,Work_Artist,Work_Title,Work_Year,Work_Price,Work_Type,Work_Medium,I_Iinfo::D__Height,I_Iinfo::D__Width,I_Iinfo::D__Depth,I_Imgs::URL_public  
KG-1156,,Grey Beard Nobleman,1701,,Painting,Opaque watercolor heightened with gold on paper,9,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/5dde020e-c1c7-4f7d-ae66-a2bf00eecca4/DSC_8191.jpg?Expires=1802811692&Signature=NOxwSD3MU36JXP6agf9OIz2atfUSj-HZAHMan~npWoUUVMfiAi0FstRQtqkK58fULOnegGtwlEktQPRuSGfTY-YfrNQi5wuLKB~BppmBe87UhAHkKrrE8o0LY4XQqWlH3Z4OlXSQB43fRGBJzun7pxhkejpOg~hHB5c7Li9GRApJWz8GQNVlwKs7T5qUk35JnM38fXmpEwp0a6XkVW~JBrDJs15We7W93iAILrZBpzN6s3Kl~YAeXt6NFBTaWVSMk6mLfRVXwWAKSObD9pQ1AXTG2xFDHiZ~H2wgG3jpYNSExmOgUnyCldfln48H0hu2M9x1kZbtvMQNaouLCu2VXg__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/031731e0-398a-475f-aec0-48fdfa788915/201013_KapoorGalleries_FLATS_0008.jpg?Expires=1802811693&Signature=gVwg4Ikq6EVprr3sOJZuj5~5029DT~tJbzT-DYrq1tKf3oYVvUopP6GrV-nEJFUeEKkE0GbJ5CVdo1K1IkDoAlpYux425dq-jFc6hzkA67hHB5iXG5SpFJJspzQtQFKc3Rpu-s0VbPriYt~UReCOo6c9arPWt2e-zltwv9IafkpxOkvEM04LCuto8kDZ1H7HUDaHj77iAdp5GKHFB-0QPYNeCffmgCT1Kzzb3SdFaKUVp~Tky-jmu6zi32SxEX7OF7P~mxC1J9x4EcXySfSBZVg0lU0-9THQVuTysUlBysHPW1f4lP3TG5k~5SvdgJUSeg5QDwTcXsa4setVOyaWyw__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/cc99c772-eb33-44cf-8bc1-def24f0dbdd3/Grey%20Beard%20Old%20Man.jpg?Expires=1802811760&Signature=SlgWY2u4M41U0R9QGymlm5ZUlwFUJI5nlQVRdDNSteEi1xqQTeLFhk64JS8UF-mrnldvc3ivC16DwukaBHbnrOjZmXvrxJHv7wRzePqxPn-5LouuGxnwq2mE9m7htjbSF530gfKbnUQb7SKIlsJpra2n8GrtEpCzjlgQdxxFY~hQZdM4i1hWxb7tGlWghuHJwb3IA9K7aZMgCK2RGYAXxjo7eXsWU6bqU5pNbbTnKNv3-o9YioW1GnW0RpYBGQ-T4oUuQhdOko042gn4aA96uozFaf181Wu-krk2h-vFxJaIk8-6YhAw6DDYNk4~PbUT8Yw-4Bvni9PZKrtoe8Dd-Q__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1157,,Nath Singh seated on a terrace with courtiers,1750,,Painting,Gouache heightened with gold and silver on paper,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/0cb5f306-65ca-4871-b0b9-afd1355daef9/L21220_BSZMK_01.jpg?Expires=1802811646&Signature=C1W8Ur-~7rJIfepHBxSwQZ7i25tZgNyI78QeukKw9Yvs-NordCPqhJcMnQPWMdEI0P1YL9QBBG7mFpK6U7v~bwr5YlQfuPrDQLBsoRKBEQJo89hLXTnpmSsiGqwi9133m4pH78DH0bQY9aepidOiDi9qpaynZSr0YWMaMuh4M9ZYKvMQDU-PqjctHuljm38BG5mPK7nNCZCog0xEjg1~-IFh-yXT5EXY-s-9LI3pd4IKPEgSHU53DbjbSvBX4QOpotPW6WVBiGZleYtgyzDpsO9ysQvHsC8CstNm6bGN8TY8Gaq44DMh0wsZ40mwXiUNx0jE5v9~zvY6-rMMJ-qYTA__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/51f3cfbd-0c65-4bd2-96a6-55744ea27e7b/L21220_BSZMK_02.jpg?Expires=1802811646&Signature=KBBkQ1KUWF~FLmgEJK-bJFRgjzd4QjEQePajzdYvuQQv6P0mINFNFXL-VbkfaAzR8v6WaIC8s~RUxGgTDvN41KzZPaReHDIYaKv8VvqyMZJhGdaU1-cS1jDwhR7wY-7N6~Sg6iv6euAb0UpzrlguQYW9hJ18wtdGXyrzlqSDKYu2G8GpGx2t4EhsxHxFA-nfWZmrGNmN-lEMWlyXnqLLkpfta4HQ-m5Fa-E9STxoisYRbSbEhb0PdGubh688CcLDJROu62hBdglMgShwzScHgBUJmfJln7i9LUHUiIrMdbU8OP3oZQ6jar~nf5P8OlQ1FzxftTmqamfeXhcEtX9Jrg__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1158,,Court scene,,,Painting,Gouache on paper,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/64d59590-cb7d-444c-91ce-6b1ea01d6436/IMG_2554.jpg?Expires=1802811871&Signature=O5N6Lyk249ji-197Il92Nd2myFaBJ062Agzq7cFBB6mBWCHVnecJz9iOxfeqyDChZatOijW04eXZ2QbyWSkXT5Gq8UXEAyaUqI3bi044sWK8hT9rh6RdOhSGSq-p7gZmW~o7ET-t21BFXenr~1njS2ecixqoP0rxEE-jV~g6Ee6IhyqvNpeEfgN~vi67U6tNDI6v4Zn34MFLYNOUuf8OnoJyAdo5XYvNozz43L8sE7QqLVj7W8NCcS15eGq7OP2VB-NhLJbWU030gAX6~~k-JZJto2~15LqdxY0-rPHZheh-fi1bpCHICDujgjQvtXucvAVrEu6fzr~aGvNIO7zIfA__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/9f40592f-d7fa-41d1-9938-63cfd2fde2da/Screenshot%202023-07-03%20at%203.41.06%20PM.jpg?Expires=1802811950&Signature=m3XfKEzG5P0NSqk1fIhmcLgCD6Fz3sTS-KyN32Nm0zPWlxpS5XrBVZ0JV64DRW9zQuug7iXfbKyTAn95kTkX~cRF7iUyw1ZeEsi5GHNvRGNrR8HCOnsFNBiOIX~K8iThOtsiD4DO0Ec0LF3PQFqJJR7PK7P0mmt6igIEgZrkIDVVB0PQL8TTx~A6mzAzIyUP9dWnfcHwlqzDy2GbrCRk8YGGxWWgJJt7PjnQd~LUKPFHRkXGdqH8bBOlcxFj~RxOnvWU0mFE-1ecwlK2pRvN0hKyPJYmBxjFKn1YKykyH9n8S7KcJblkA63he4ApBmnefTph5UK6Lak4QF138GJAZw__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1159,,Hookah smoker,1800,,,Ink and gouache on wasli paper,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/14e37093-69dd-44dc-8758-979f76bbee49/220308_KapoorGalleries_0068.jpg?Expires=1802811642&Signature=uNOVh04MqgFnEY1G-YzHWYFu0ZrwDQNoWF3dLYUQi4765nbLZ522mrL8gdoRIp0xdAmJFyZkTXYAGI~gTO4GlWsdNA2bBZw0yoMZ-v5w~pbDBhMZpj6ARdvtADIhXhfTUj7GOoG2rna3rMJOSuYh1qTSwVhif04jtvsJ3Y8xWwT13QXrIz7-OTTMVMKAqZ-IhPDD6ybgzlJ9zpgaAA~DVUr6U4TyCe2yzhByaa-aQDbbZhYzYTtLTGgtUjJ6wn~jp4dj-lwrQRSvR1ZKIYcNysCuVNmgKZlLou0QU8OELQKkyd-fKFYtJkEMIIBvwCrPqlawLvDucnYajlgsnmy~Vg__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/fb7e7c94-e92f-4ce5-baf0-3121953384c3/220308_KapoorGalleries_0068.jpg?Expires=1802811782&Signature=LoVz-5-b1NtL9OpzH35ME-GC2ckKE~30QnA9kzNgEM4QwKBwyYeVxD3jIEwRn4fdXqyjX-qKQ2W0x31~vYbFsoV10oceZXB-zKY-mKSDxX7LQkWxDNvnUMlPYBuClJCRoMt9arwQRX8ogq3SxFHB74~rwSnkHHJv2BeK4-2wCflmXSu9Dr05QmFP9caNCFqlcVNLYPUyVN3wUXwQQ5G46AWgj2nTZWHIjuqxAS1egj9eeO-heL-wHIgrhbnnehUUasFbqb0-Zk3ZkEHTK7xOaOQ~4mvRi3j9o4t~4lsVzx0JGLgYBDNkdfMqEEUCZaSHZQGR9GxJiRxhI3yGfIYUHQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1160,,Ra Mal Deo (Maldev Rathore),1801,,Painting,Opaque watercolor heightened with gold on paper,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/bcfac60b-7da8-4bb8-a6d1-96da81a5f509/DSC_5353.jpg?Expires=1802811871&Signature=tFK41jwcnVrH3cDPOQ0hZ5Yh0lyCGJbrvoj1iXngT2w~rtN483JWejRRqTQVq6JlMsEOBbht5t6Jp6xvutUsvkNdp6yZfW6Zz5Bl82zrnztWjeRNBoTYKUTOex7gAnq4d8d6Jum32mwJ52GThDXda6NQ5dUlODKc1PoRQmrbxb8az2zHGt6c~ewkcZX-Q~7g0tlel-lQB4oL~4M6PYQS4uEmkARMRFAumMuIZrNRLCB2su2YtdoRKoUWUGxKLAkHd1AyVyeeQr-VyFMhCHYy1ImWtXS9mq58LWFxlL5LbiD7uQ3RrzozvNkyswEyV-tHT-fPYntRGv-aUkUIxmjSpg__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/4ebe321f-a04a-4198-ac3a-7e1fbd05b6f0/img318.jpg?Expires=1802811871&Signature=kbsfRVGcyyTqjyhWsftizLSUPlt4u3uIyQgY9DQdWXkCSDaRiuWyYDB-zbLYyB7iPcJZaM7xvi9D4Shs6EKvkcp3hlWTu5ZWVDii9rht1WrLzdxQzVikmx960LfKM9GMg9Z2Psm0hW54Kn6zaprn~d6qFkqWmNr~7Ypg1WiMoc5I7nmjwU6to59pHSv0PxIsq9n7sIfCkT1IfjnHi0f4QkN6Zvq~JnGG5Y6h83CdaSveJGeJsPdUqJV1wRLHQ4ujVnIjBBufkMhgWKKJa5zdt-WDS9BEAEW5bchrxKl0PTG3IlAQpS3I2OAqLmajruqhyreOLw9PaEVke7L9jxMvcQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1161,,A Portrait of Rao Maldev Rathore,1701,,Painting,Opaque watercolor heightened with gold on paper,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/56ef0bdd-586a-43c6-9096-fd018758a6c2/img362.jpg?Expires=1802811871&Signature=pc4FA9F39TlaaL5PVoCwmxoTV6vglkPueNciau1iQRfvzeS0-smIivTg~3UadosEMwqswiWzeG8vjhibbir5D8WzasavIG3vxWRt92KyQz3gj7xCCvAYFaN~VLZ7eyB12C~P3V1hDmMp33bKWpnAR1rNWk9S9a-D1XQHtb7vXZL92qgHm7l2ShgN5DTlxw~MCURBQOeaLx8jZ6FrgeBgXctrB4C2LDRLhEDK63wBxaP3ZTft1SIxfObGNSW7Cfjy-~Iu-FH-ob9a55ADaunw83OekgRZKRD0KfdJg5tcoc26zxzm~z3HbdLlw0Jn0venWcphw4sNhexE0s-kQ4a03Q__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1162,,Maharaja Jaswant Singh on horseback,1840,,Painting,Opaque watercolor heightened with gold on paper,10,8,,https://data-us-east-1.primerws.com/kapoor_galleries/i/b15549bb-ace9-473e-84cc-736663f97701/DSC_8196.jpg?Expires=1802811816&Signature=Pi3kIhzfaZVlwNSv9pPsf9nq1SEAdju6LjFuZXPQbcduhxFU8kDtbdimJ4fDMKREPhOGOwf5TUr8wvMmwN2as6O0Tvyi4AnUZzWDGNz11B~bMFcmnTZTcMCjmKdPI-CQXRUWfNV-MdGk5h1Ykoc64XPgygWHS3BkVsL7k5sNR~~KMShy7NINvZlDP0PuM-jLqmCjdvFFC1eCzMKJtVVriAg4a9gCjKeZUwzTrSQHt8644f8Djusipku~flTXO8ouI78Gt03ufnCSbQ1PxNLVfwk8E1tSB45183iKQeZuhZ2rF2sPTDqXnTygmEjRILqswZdTfO8btB5Po9ZatKdRag__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/8ab8d67a-1b9a-486b-9cf1-cb71cab90851/IMG_3695.jpg?Expires=1802811816&Signature=RsEMbO5cu6-5xx6PZQOAnQ7Xwb3g2vwGOIwvJGChZv2mJsdhkvjyNBlXv7Q06Uf6s8NS-VnRkuiICMkigfVOppcwb3pmsc5gqdLSZ4hl7S1Bj3lZ-TZ9mC1kcb3GpjgYSGoXz5S6s4RroHQqQX4zn5vPJZXDa6R1GjoWkrchjS96Y4eEQY3TeMx8ItZOM42TmkRNsfSCvrlGrldNc5Fh5S3vw5K54CGZHh34uHy3fIVVm3RQOB3EiFFaM9m4FIjbf9d3dj1Jo10J5YR1v3aJQmVbcuF5lzIVlJA01ZlWAAQu-hTxIvUeiGE2V2NVYmcD13250tnauv5R~cmr4DnyEg__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1163,,Durgadas Rathore on Horseback,1801,,Painting,Opaque watercolor heightened with gold on paper,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/ad574eac-bde2-4207-a8ff-b6a096433685/DSC_8171.jpg?Expires=1802811871&Signature=U0NElCWz3p3zYrWqD8SSCogeBOslW3V5aEcxw0alzfCh9f6x-zMNr5cebIs4qumspsDkuvsz1T6l398nuruHduw91xQggex5ToI5cwIB4x-KoAMhi-pMBI8ZyDUfcDi770hlxXwqUMlC2kxmEVLzALYIKdiVUqyt54n8As~AbrT0pnqwJswql21cG-zU3DiCZZxmCgH9UxQekg-5aOhiR-gXnHdX-Z5Ur9AhHrcV08b~zJkh8ALVxbp0A9CDelNWBd~OicvtYi5yIcBykVScI6tx41rUV6h~W6h8nV8--5moAU1bFRBOfqQ9-uiuGoCe1etWBy5EXvQ3ogTIq2OEDg__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1164,,Maharaja Abhai Singh,1830,,Painting,Opaque watercolor heightened with gold on paper,8,11,,https://data-us-east-1.primerws.com/kapoor_galleries/i/bf1a008b-ca2a-4a1b-8a02-a9cba2fa5045/201013_KapoorGalleries_FLATS_0068.jpg?Expires=1802811816&Signature=ifRS60vVV-SoqFwQLmyxRKnE2b6yg5b1wI3u3UlcVfEAduNFtJr7D-evyW-hWOOEc9UZ-8RbmdNwSSyvackLHv-fAnImtWqIiNzuQ5MoZ9Y6ioLf0ebLnOPYLytcXn~6o9rtA0TC9GNhYTGt5l5vNfMfO2w1UtCGRABU8FiZsecxDtzaDc0x1-XR1CYuU8MJZ8bKMxuOT4PPcMDt9luAXHr~1J9IThOXoyPhvhj6tq1AsKbIa6YXb4Di2mJ6mEgBSxsU2RLQI~Si~d~HaCvlK~ADHP7QX~SJS1sgsWxrAHzFNzZCOOQCettvTw8TYxlVFbThGAfmVBgYwcdVw71R9w__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1165,,Maharaja Abhai Singh Receiving Thakur Bhandari Girdhar Das,1725,,Painting,Opaque watercolor heightened with gold on paper,12,9,,https://data-us-east-1.primerws.com/kapoor_galleries/i/8101bc72-00e2-445a-a03e-5bb165158008/Maharaja%20Abhai%20Singh%20recto.jpg?Expires=1802811816&Signature=h0sFHlRHn6YghBL90rle1db7caMWCJoCKIYi0DdlHfw3Yr1~JUMGZThUXMaH7hUVfxedQnAKtGN8bDT-23c6Gx46PrCWN8~uuDNSn4AdrNUCh508pKfClUUIULiWUku9nYRC4SfricOlRJGwo9FJwS5VsXqCQuYxRVkHKzgEM-vmbjK9Alqr9yBtW-qm6uG3PLLNSwsZM9dQsMa31AVB46m4UmiisSexrQMvanh0sgeSpYSPsD-1-nVz1ILRsIt1pTAHu6tshCTplPnnoukUccM6rFGniT4R3x2ia5q9Hn8INcBHtZvLQ7CAxgB~yuktT85gx73YT3z4QHnujkY4-A__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/5a2bb06b-2322-4be8-8613-d13b8bc85931/Maharaja%20Abhai%20Singh%20recto%20crop.jpg?Expires=1802811816&Signature=zaU9ZcWzfCTcyfd20HwHWGvWOIziVFUfKkZlroRQhGBTh1esRKWP757GhOHiIu4l3-PMaNTuHl41UNMw-JYs8nSltmVpNXbYvH9YmwnQLTS1ibBdsDYZ2HBSe41hsTPwztiAxZApWJPzRdyWQ13IxZ~fUaUuQ9wGKoY1qggwqMz4DXOpgfF9EvzhJpiMMjNu~EqweNdYd9oNPbiyo75z51pC4zr1NdLJShdoRZ6cKDEdkIaOQTR~GYtXJwVKoLwBcmiSCPRJMbzZOE0bznXgCYOreHT0c5sRHlmFGnR56VmPL0ZKKNBDDMtwiTZ9yvQIupCAubPvj0HhZHo0cbZdgQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/55e962b2-2c2e-4306-9a46-f74c83260e85/Maharaja%20Abhai%20Singh%20verso.jpg?Expires=1802811817&Signature=SZPhdIxTi2OY00550lOdtazw2flcwOErs1c73RqeyZtREdqm~wWlmz48FJYOd40p2FaE2oc1DMcLDcQvr7QFPfPhyoKdel0z0lF5rr4pK1r8nUMttIjmuGGd889H48jQuYKSIK~EpxiCEcgW5Yrs2SnpULESFtTD~G5bJW~E9gE2NBBTV-3ANwmUcVgFOL2RI5K4ExQX65YRSAEDqwxVgR5PSO8xAwUP9c-wRL6jlf~OMSROIW2Olz0Rs6bpfei9S1Xm6xUk46bGLRQVptY4pWMB-UoASwumT6DeLzsW-YBGgQlMBiWiVQcre-cBOlMJmb-fxLOlIOSlaRRahM0wVA__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1166,,Maharaja Vijay Singh enthroned ,1805,,Painting,Gouache heightened with gold on paper,10,15,,https://data-us-east-1.primerws.com/kapoor_galleries/i/ad3364f8-a304-4f50-9619-c07189618658/Maharaja%20Vijay%20Singh.jpg?Expires=1802811817&Signature=lYwkpOHglX39TWJho-XlxQ1ikbpf2BYF-SUjX9PdDCO0u23HskrZH7IZLsachVKuAjh~FLxWalG6yPfQSvPYPUZ-fedeU~Z1Asv1W6E3-FNkeclASMeXuNh95Dz3DTdp2Qky9qhjLt~NhCsHDyLhAsq74hElcjZETUyF4Jby1T93lNRcJYGB2JyG6~Bgn5rwTto6RN~9MtnMyc2qHoaYHuFViAS7avnpZLj26oFS8ULNPNbfA6n-r1lgmjd2zff9O4bemwupclmaKbNuFGc3heOJ-CC5jH1NBiZVGSP9Pwa6-XJZfosLZlRlF7I9JMyAkr7AJZ7ffFmNtvtrywZWlg__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1167,,Maharaja Vijay Singh riding a horse,1701,,Painting,Tempera on paper,11.4,9.1,,https://data-us-east-1.primerws.com/kapoor_galleries/i/11694c99-da0e-4921-82ad-67da14cdc6de/DSC_4375.jpg?Expires=1802811817&Signature=WotEYUX1YUpq7qltfE9qWrvp3BN0Nh1TWRSV~54YF-IRsZZ0OKC2V5EWRfy9d9x7iTSxe7Oi7IWnVLVr5VCWdEfS2shp9f-Ie~oMyJybaiFyqE-U0KOs3YkvQN3bPYLtZ1YSRNh7Zq6XQz7L-HApe7xk3x61X1IxKM8LvFhy231atbUVcBanTHQImsZib7Uwuz47wUhwZDHfbOXLtZZjwJ4s5BevJtAEKVMTJX0Uva3eI~fe64-TWKmfoBBhZ0DirgCSxghN0Q5UtEwPSg4CIJsVtjMlzuiViY4x92bFOURpzHr8p1-lOgNztHr7DI2UDbNngfKDtHS7Tt2aNhI-dQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/65c3fcd4-e08c-423a-92f2-664005a8561d/img305.jpg?Expires=1802811817&Signature=f0u2pTwzy6HwtIgWZZ5WHaXVqNfxn6GEcbAxaY~6eOQoVaXdn7DhZtpedKdP2h140ware9Hw0ucqoTA0yV~Is3~EqETT44byc85J9Q2-N~kR~iDjpdtNrFzo-e-HMfAxF5FwNdOdsIgxTwXcMSasO4OPsSjaKI2CEaZgyWuXaowK-2ZWkOm8rGAD8x0uYEZPLxzPgifcSocxQJkWdOBypVPgxJKVy3WLMut0UDkLxkJ4RP57nCQLPjych3-bnhft-5W-l6w4k1QwVzP0677oRICLIg9M8BIesGfYGxDWCyYRVD5TJBFd5ETgzHjonU0rCWn7NJWQBUo3Q5IEK6kQJQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1168,,Portrait of Chapwat Biral Das Ji,1701,,Painting,Opaque watercolor heightened with gold on paper,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/b6e47d4d-15bb-4efa-9bb5-5ff1ce119fc6/img609.jpg?Expires=1802811818&Signature=ct9sHY0arXNg6wpcNYoothll-cr34SB7-cMIOXcXHB6NxXOGwVfE~WtgcDj-5gvRD2ir5OPPI3jtHlH8YYsGTpN6KcascxYbed4E4gzaNEI5b5Y~rm8fXcMcOaoRLDeRC3OXJQ42kz3NUU~lBL7Qs3MhTSIE-fzP34RkjhxyyuqK8sXk4R~eqlGFCZ5OvYoU4MLiJcWRcVsdnWuzstultSIfyKTHCbhvNJ5uo4vciMbhHuJWQRjKz9fJ8xSJsgM6AKgPSijjfv7chBNyeUpphUBV77Zhdz2NZpqMR7e7w--deXA7F2SMGh7Qx4gKmqVCCc0~VySBHA~slVcmuy7qaw__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/24e8b99d-a39c-44b3-ab34-54d1c4c34bce/img610.jpg?Expires=1802811818&Signature=bJCZKjpT4ygFANLC~VxwqkwXgbaaA57ivbEtiKg4iwYoDIuKhlGK~s5LYpf-50n99VH59ztXqIKUsq8ICdj5qTHRR-55LyNttpH5EEzGtSBxK0l7nmvU2rmryVRNr2woJfrsDkRPf0TLelOX3uigSmTHEwgNaMMf-QwmAMxj~bVLw-CgpFa2EZQWi~WHwi8aMJE~~IIcL-Ej8qpllYSHyAHrF14pGtYkX9ilkzyFLibO4lUFSPlhp0My1-IcOVFxFuSVkZ27yorTqqutgOk5Es9yeM9ncVPg5gQ8nd-wnYa5RdX5Gq3LY4jI7o6NMKK-UrBYOVaENIVcre9tBgK9Gg__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1169,,Portrait of Faruq Shah,1801,,Painting,Opaque watercolor heightened with gold on paper,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/8a628404-306f-498c-b104-80e3214de005/Screenshot%202023-07-03%20at%203.47.41%20PM.jpg?Expires=1802811871&Signature=N7oZb3Hy-KB3CPAFuWICz9q4nAE3Yd5zTQgw13tf3VY4uONdCGlWrAyrFdegbxPVrVmvkRBM4eNupGNq5yx7vDPw0Tkad1ykYfzki3~yvwmftN4aWWgxC5YxA9l6YjvkL55uZz6aIWfkajuvpOJei1wqJi9VSUTU2VAd8mUsRi-SMkabonT0bIrKGvObtbltZMPoZfv4M4xqdIgfbcCltlq3eqKGgm9ligmaQnT6R1yVbUK7SO3iu7tNXEilvSs6F9fSdHElh9f5abTN2FsOCyd5193k2OQhRqBWNrsR0PfZ14iZVvo-8jXRXP4Igdj39ZWr6hpvMPDUMsv7x2n~Tw__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1170,,Raja Fateh Singh Riding to Battle,1801,,Painting,Opaque watercolor heightened with gold on paper,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/a7214d3f-72ae-4206-b64b-50483725cca6/201013_KapoorGalleries_FLATS_0024.jpg?Expires=1802811872&Signature=X7Dg~hXip2S4BpFKX-VSEQVMS7NSDEFB8twZNXa5nFKOFqv7mzo-ArKu-p7gf4-UaO~VwSVDIkTAOZwXdqlcJGbYNsWNgwCuAdltAC8bXzw6cbRFPjm4AjplFV4mI0V7Ihqe0dw7CLo85Yonat8YkKAUkgVsD6tDFTNHfqzHKeVXj7r0sQX8LZlBO1xA15actG0RKwCbj4Yty6CVzIZWZHxwelKHRuutd7eBDSS6x6Tk6Go4Ozy5g9bbendR26O2ef3I0rJ1pSS2XQ4kJC5QT1cXw8zQqP3AAp5U15c0OfHh9xnRLpABBTq1uqEkLOo4PJyO~MXU4mN4lRo8DIwDXQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/6305a262-4dd1-473b-812b-f16ef8226a6d/img320.jpg?Expires=1802811872&Signature=bw-s2vDN5mCsZPOOeAjnmXHU7KpWXsJ9lVwHniKCYuu51HN1t3ojnGjSQQ9F1Zw2XlCD5DWbIGK~lNBtFJlS-jFPWVzLDi~krMc2lciySeV3cPQSNsfG1G5ZRNWQJetnBrTYK6gpdyhyocKSA7EXTTQTafn45qZJ77vLY4vuwj-srM~WpbzPj43eGPLEtxi5p9k3PMgByKuwblBMw~H3A9HojJqiR7ed7UYK~kFGQ1IHe5nj0pICFo2nkNCI8VioJNH6GPm8J660-gDtZ9Hu-Qo2lX0nH-kgytOmHfTuZGNcHy8AnVcsZm-54KC~MjpW-xiGytsduOzh6fX8P7Kibw__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1171,,Raja on horseback,1701,,Painting,Opaque watercolor heightened with gold on paper,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/9a88305c-0657-4d2f-963b-ef024a8cca33/201013_KapoorGalleries_FLATS_0063.jpg?Expires=1802811872&Signature=uq5DI5QjnDpH9GoDmoJOrnDWkEcTiCoR5nxDG1nhBChI8t3HZjdCbxp99hheQropBus-YTsiBX~mmzLd1XLHEV0YQ~RCcuU9O8uaqDdG0pUf~EFlks62SR5lc9ItShwuAZ-~iVtS2H4DdkrVpLZpfrhccv794CzHSg6UHS9CpH8w-6pczQEhEd6IqI3UX58jLqhziYEp~QRUekBjYtUbH7BIUIPxC3la3npAE88cxuyFNUL1LqGBiEy0e7RYyUFYZovynSc8Bk8FEr0O-mmWslo7PcLD5Mwa8DjCEOEufru0NBH5q75ZjWb9wu67W2bgqdqiLDEmWnTo8xlRdu2XQA__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/9940f484-ab7c-427b-9be0-812281f31ce3/DSC_5342.jpg?Expires=1802811872&Signature=r0qgYM8nacdnKQseaar1T3Afd~4f0hPtCiBkk~-IQQvlcS-9yGI0xyalvP2cBgUVkOYE3lhsjGdRwYLqI2F1z2RsPPaOLKzBt~GjnhiY-ke2XJQvuH~jl6FlKmxtc~8s66wmSOviB9DeTsqa~imwc5iRrwejbcuB7BqPol3DgTuz7EJWiyi5C0rFcibC57xHaCSeWqUWp19BEVnvWPGPLms3HGTlhIZEXNWszIeEAE1xZOItumH-7AEzrYmBQS8YbJpLSEfCIn-ka-qYOMB-1g7xqXsxa0-wblkRuUQ87zyQcmPm4EhIuhS1eSXdbEe1eTFZBlpKI4nydLjOKS~25A__&Key-Pair-Id=K2SVGVHI7PEVAH  
